"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"2232","remember when",12,"2","remember",122,0.0983606557377049,"when"
"4939","i thought it",6,"3","i thought",61,0.0983606557377049,"it"
"4940","i thought of",6,"3","i thought",61,0.0983606557377049,"of"
"4941","i thought you",6,"3","i thought",61,0.0983606557377049,"you"
"5155","you need a",6,"3","you need",61,0.0983606557377049,"a"
"608","she is",32,"2","she",326,0.098159509202454,"is"
"1647","lets do",15,"2","lets",153,0.0980392156862745,"do"
"2647","ha i",10,"2","ha",102,0.0980392156862745,"i"
"289","think of",56,"2","think",572,0.0979020979020979,"of"
"3143","send a",9,"2","send",92,0.0978260869565217,"a"
"4396","wait to hear",9,"3","wait to",92,0.0978260869565217,"hear"
"4083","that i have",13,"3","that i",133,0.0977443609022556,"have"
"3356","called the",8,"2","called",82,0.0975609756097561,"the"
"5231","cant wait to hear",8,"4","cant wait to",82,0.0975609756097561,"hear"
"1103","give up",20,"2","give",206,0.0970873786407767,"up"
"4283","the world is",10,"3","the world",103,0.0970873786407767,"is"
"1479","birthday to",16,"2","birthday",165,0.096969696969697,"to"
"4337","i hate you",9,"3","i hate",93,0.0967741935483871,"you"
"4399","we have the",9,"3","we have",93,0.0967741935483871,"the"
"4942","i wanna do",6,"3","i wanna",62,0.0967741935483871,"do"
"5095","to start a",6,"3","to start",62,0.0967741935483871,"a"
"5112","up with my",6,"3","up with",62,0.0967741935483871,"my"
"480","should have",38,"2","should",394,0.0964467005076142,"have"
"1547","pretty good",16,"2","pretty",166,0.0963855421686747,"good"
"1578","w a",16,"2","w",166,0.0963855421686747,"a"
"1612","doesnt have",15,"2","doesnt",156,0.0961538461538462,"have"
"5391","to see you again",5,"4","to see you",52,0.0961538461538462,"again"
"3926","on my way",17,"3","on my",177,0.096045197740113,"way"
"4720","ready to get",7,"3","ready to",73,0.0958904109589041,"get"
"2490","run with",11,"2","run",115,0.0956521739130435,"with"
"435","youre a",41,"2","youre",429,0.0955710955710956,"a"
"978","keep your",22,"2","keep",231,0.0952380952380952,"your"
"2166","head up",12,"2","head",126,0.0952380952380952,"up"
"4122","i would like",12,"3","i would",126,0.0952380952380952,"like"
"4123","i would love",12,"3","i would",126,0.0952380952380952,"love"
"3298","aint got",8,"2","aint",84,0.0952380952380952,"got"
"4418","a few years",8,"3","a few",84,0.0952380952380952,"years"
"485","why i",38,"2","why",401,0.0947630922693267,"i"
"1842","put a",14,"2","put",148,0.0945945945945946,"a"
"4620","good luck with",7,"3","good luck",74,0.0945945945945946,"with"
"2238","stay in",12,"2","stay",127,0.094488188976378,"in"
"3575","perfect day",8,"2","perfect",85,0.0941176470588235,"day"
"4211","way to go",11,"3","way to",117,0.094017094017094,"go"
"469","come on",38,"2","come",405,0.0938271604938272,"on"
"4899","have the same",6,"3","have the",64,0.09375,"same"
"5013","my life is",6,"3","my life",64,0.09375,"is"
"5018","not a good",6,"3","not a",64,0.09375,"good"
"370","follow back",46,"2","follow",491,0.0936863543788187,"back"
"2626","finally got",10,"2","finally",107,0.0934579439252336,"got"
"4777","what is your",7,"3","what is",75,0.0933333333333333,"your"
"147","about the",86,"2","about",922,0.0932754880694143,"the"
"4209","trying to get",11,"3","trying to",118,0.0932203389830508,"get"
"727","down the",28,"2","down",301,0.0930232558139535,"the"
"2954","else is",9,"2","else",97,0.0927835051546392,"is"
"2768","seen it",10,"2","seen",108,0.0925925925925926,"it"
"4835","be the best",6,"3","be the",65,0.0923076923076923,"best"
"5014","my mom is",6,"3","my mom",65,0.0923076923076923,"is"
"1198","give you",19,"2","give",206,0.0922330097087379,"you"
"4668","im so happy",7,"3","im so",76,0.0921052631578947,"happy"
"4776","what i am",7,"3","what i",76,0.0921052631578947,"am"
"4523","the only way",8,"3","the only",87,0.0919540229885057,"way"
"2386","fuck you",11,"2","fuck",120,0.0916666666666667,"you"
"262","back in",61,"2","back",671,0.0909090909090909,"in"
"3833","if you dont",28,"3","if you",308,0.0909090909090909,"dont"
"1046","keep up",21,"2","keep",231,0.0909090909090909,"up"
"4244","i do not",10,"3","i do",110,0.0909090909090909,"not"
"4342","i miss my",9,"3","i miss",99,0.0909090909090909,"my"
"4343","i miss u",9,"3","i miss",99,0.0909090909090909,"u"
"4556","you dont have",8,"3","you dont",88,0.0909090909090909,"have"
"4581","and you will",7,"3","and you",77,0.0909090909090909,"will"
"4629","hope you had",7,"3","hope you",77,0.0909090909090909,"had"
"4699","like to see",7,"3","like to",77,0.0909090909090909,"see"
"4892","has been a",6,"3","has been",66,0.0909090909090909,"a"
"2079","years ago",13,"2","years",144,0.0902777777777778,"ago"
"613","then i",32,"2","then",356,0.0898876404494382,"i"
"4441","check out my",8,"3","check out",89,0.0898876404494382,"my"
"3987","you know it",15,"3","you know",167,0.0898203592814371,"it"
"3988","you know that",15,"3","you know",167,0.0898203592814371,"that"
"525","why do",36,"2","why",401,0.0897755610972569,"do"
"4712","of your life",7,"3","of your",78,0.0897435897435897,"life"
"4972","is my new",6,"3","is my",67,0.0895522388059701,"new"
"4986","just got back",6,"3","just got",67,0.0895522388059701,"back"
"4987","just got my",6,"3","just got",67,0.0895522388059701,"my"
"3917","all the way",17,"3","all the",190,0.0894736842105263,"way"
"1099","days of",20,"2","days",224,0.0892857142857143,"of"
"194","know what",74,"2","know",832,0.0889423076923077,"what"
"1135","something to",20,"2","something",225,0.0888888888888889,"to"
"1142","thing i",20,"2","thing",225,0.0888888888888889,"i"
"1528","maybe i",16,"2","maybe",180,0.0888888888888889,"i"
"2287","try and",12,"2","try",135,0.0888888888888889,"and"
"4649","i really do",7,"3","i really",79,0.0886075949367089,"do"
"4736","that you can",7,"3","that you",79,0.0886075949367089,"can"
"4800","you should have",7,"3","you should",79,0.0886075949367089,"have"
"2865","without a",10,"2","without",113,0.0884955752212389,"a"
"344","would have",49,"2","would",554,0.0884476534296029,"have"
"1626","hard work",15,"2","hard",170,0.0882352941176471,"work"
"4876","get it in",6,"3","get it",68,0.0882352941176471,"in"
"4898","have been a",6,"3","have been",68,0.0882352941176471,"a"
"4953","ill be at",6,"3","ill be",68,0.0882352941176471,"at"
"3843","to get a",26,"3","to get",295,0.088135593220339,"a"
"3840","if you are",27,"3","if you",308,0.0876623376623377,"are"
"1028","feel better",21,"2","feel",240,0.0875,"better"
"2059","until the",13,"2","until",149,0.087248322147651,"the"
"702","please please",29,"2","please",333,0.0870870870870871,"please"
"372","make sure",46,"2","make",529,0.0869565217391304,"sure"
"4236","for me i",10,"3","for me",115,0.0869565217391304,"i"
"3603","send them",8,"2","send",92,0.0869565217391304,"them"
"4483","is going well",8,"3","is going",92,0.0869565217391304,"well"
"4856","do it again",6,"3","do it",69,0.0869565217391304,"again"
"4975","is that a",6,"3","is that",69,0.0869565217391304,"a"
"5150","you get a",6,"3","you get",69,0.0869565217391304,"a"
"4627","have you seen",7,"3","have you",81,0.0864197530864197,"seen"
"4678","is not the",7,"3","is not",81,0.0864197530864197,"the"
"5346","i need to know",5,"4","i need to",58,0.0862068965517241,"know"
"898","year old",24,"2","year",279,0.0860215053763441,"old"
"4463","i hate the",8,"3","i hate",93,0.0860215053763441,"the"
"4546","we have to",8,"3","we have",93,0.0860215053763441,"to"
"123","what you",98,"2","what",1140,0.0859649122807018,"you"
"13","for a",352,"2","for",4096,0.0859375,"a"
"4020","of my life",14,"3","of my",163,0.0858895705521472,"life"
"4340","i like that",9,"3","i like",105,0.0857142857142857,"that"
"4976","it to me",6,"3","it to",70,0.0857142857142857,"me"
"1181","because of",19,"2","because",222,0.0855855855855856,"of"
"1182","because they",19,"2","because",222,0.0855855855855856,"they"
"4303","way to get",10,"3","way to",117,0.0854700854700855,"get"
"468","been a",38,"2","been",446,0.0852017937219731,"a"
"3555","once i",8,"2","once",94,0.0851063829787234,"i"
"4489","its a beautiful",8,"3","its a",94,0.0851063829787234,"beautiful"
"4490","its a great",8,"3","its a",94,0.0851063829787234,"great"
"3829","thank you so",29,"3","thank you",341,0.0850439882697947,"so"
"1952","hear about",13,"2","hear",153,0.0849673202614379,"about"
"2955","email me",9,"2","email",106,0.0849056603773585,"me"
"568","why is",34,"2","why",401,0.084788029925187,"is"
"3847","i dont have",25,"3","i dont",295,0.0847457627118644,"have"
"3879","and i dont",20,"3","and i",236,0.0847457627118644,"dont"
"2642","gotta be",10,"2","gotta",118,0.0847457627118644,"be"
"2643","gotta go",10,"2","gotta",118,0.0847457627118644,"go"
"4298","to you and",10,"3","to you",118,0.0847457627118644,"and"
"4299","trying to figure",10,"3","trying to",118,0.0847457627118644,"figure"
"2572","yet but",11,"2","yet",130,0.0846153846153846,"but"
"4027","this is the",14,"3","this is",166,0.0843373493975904,"the"
"4774","we can do",7,"3","we can",83,0.0843373493975904,"do"
"3862","i think its",23,"3","i think",273,0.0842490842490843,"its"
"3605","set of",8,"2","set",95,0.0842105263157895,"of"
"2959","far away",9,"2","far",107,0.0841121495327103,"away"
"1361","doing it",17,"2","doing",203,0.083743842364532,"it"
"1191","everyone who",19,"2","everyone",227,0.0837004405286344,"who"
"732","next to",28,"2","next",336,0.0833333333333333,"to"
"1487","cool i",16,"2","cool",192,0.0833333333333333,"i"
"2319","years of",12,"2","years",144,0.0833333333333333,"of"
"4295","to make a",10,"3","to make",120,0.0833333333333333,"a"
"3437","hours of",8,"2","hours",96,0.0833333333333333,"of"
"4801","you to all",7,"3","you to",84,0.0833333333333333,"all"
"979","let you",22,"2","let",266,0.0827067669172932,"you"
"2656","hell yea",10,"2","hell",121,0.0826446280991736,"yea"
"2657","hell yeah",10,"2","hell",121,0.0826446280991736,"yeah"
"2714","making it",10,"2","making",121,0.0826446280991736,"it"
"1226","miss the",19,"2","miss",230,0.0826086956521739,"the"
"5224","i love you and",9,"4","i love you",109,0.0825688073394495,"and"
"3576","person who",8,"2","person",97,0.0824742268041237,"who"
"4518","that is a",8,"3","that is",97,0.0824742268041237,"a"
"622","hope to",31,"2","hope",376,0.0824468085106383,"to"
"4741","the most amazing",7,"3","the most",85,0.0823529411764706,"amazing"
"2074","win the",13,"2","win",158,0.0822784810126582,"the"
"4911","i didnt even",6,"3","i didnt",73,0.0821917808219178,"even"
"5007","me i was",6,"3","me i",73,0.0821917808219178,"was"
"942","where i",23,"2","where",281,0.0818505338078292,"i"
"1360","didnt get",17,"2","didnt",208,0.0817307692307692,"get"
"1049","look forward",21,"2","look",257,0.0817120622568093,"forward"
"868","getting a",24,"2","getting",294,0.0816326530612245,"a"
"3696","told her",8,"2","told",98,0.0816326530612245,"her"
"149","good morning",86,"2","good",1054,0.0815939278937381,"morning"
"306","there are",54,"2","there",662,0.081570996978852,"are"
"4582","at least one",7,"3","at least",86,0.0813953488372093,"one"
"4621","good morning everyone",7,"3","good morning",86,0.0813953488372093,"everyone"
"2629","following you",10,"2","following",123,0.0813008130081301,"you"
"4079","out of my",13,"3","out of",160,0.08125,"my"
"3850","if you want",25,"3","if you",308,0.0811688311688312,"want"
"4991","know what is",6,"3","know what",74,0.0810810810810811,"is"
"4992","know what you",6,"3","know what",74,0.0810810810810811,"you"
"4460","i feel bad",8,"3","i feel",99,0.0808080808080808,"bad"
"4743","the only person",7,"3","the only",87,0.0804597701149425,"person"
"4744","the only thing",7,"3","the only",87,0.0804597701149425,"thing"
"757","next year",27,"2","next",336,0.0803571428571429,"year"
"120","get a",98,"2","get",1222,0.0801963993453355,"a"
"2202","must have",12,"2","must",150,0.08,"have"
"4121","i want a",12,"3","i want",150,0.08,"a"
"3510","money and",8,"2","money",100,0.08,"and"
"5128","what is it",6,"3","what is",75,0.08,"it"
"4074","of my favorite",13,"3","of my",163,0.0797546012269939,"favorite"
"3117","open to",9,"2","open",113,0.079646017699115,"to"
"25","it was",250,"2","it",3139,0.0796431984708506,"was"
"4794","you dont like",7,"3","you dont",88,0.0795454545454545,"like"
"2270","thought it",12,"2","thought",151,0.0794701986754967,"it"
"2271","thought you",12,"2","thought",151,0.0794701986754967,"you"
"2653","head to",10,"2","head",126,0.0793650793650794,"to"
"4302","was a good",10,"3","was a",126,0.0793650793650794,"good"
"4558","you guys have",8,"3","you guys",101,0.0792079207920792,"have"
"599","here in",32,"2","here",405,0.0790123456790123,"in"
"4956","im so bored",6,"3","im so",76,0.0789473684210526,"bored"
"4957","im so proud",6,"3","im so",76,0.0789473684210526,"proud"
"5005","me and i",6,"3","me and",76,0.0789473684210526,"i"
"1491","does anyone",16,"2","does",203,0.0788177339901478,"anyone"
"1492","doing a",16,"2","doing",203,0.0788177339901478,"a"
"1527","may th",16,"2","may",203,0.0788177339901478,"th"
"1900","working out",14,"2","working",178,0.0786516853932584,"out"
"5256","thank you for all",7,"4","thank you for",89,0.0786516853932584,"all"
"5257","thank you for following",7,"4","thank you for",89,0.0786516853932584,"following"
"363","he is",47,"2","he",599,0.0784641068447412,"is"
"3400","funny as",8,"2","funny",102,0.0784313725490196,"as"
"2010","pretty much",13,"2","pretty",166,0.0783132530120482,"much"
"4086","this is why",13,"3","this is",166,0.0783132530120482,"why"
"4326","for me to",9,"3","for me",115,0.0782608695652174,"to"
"4233","follow me please",10,"3","follow me",128,0.078125,"please"
"417","people are",42,"2","people",538,0.0780669144981413,"are"
"1485","coming out",16,"2","coming",205,0.0780487804878049,"out"
"3859","if you have",24,"3","if you",308,0.0779220779220779,"have"
"4826","and you are",6,"3","and you",77,0.0779220779220779,"are"
"4827","and you get",6,"3","and you",77,0.0779220779220779,"get"
"4828","and you know",6,"3","and you",77,0.0779220779220779,"know"
"4840","by the end",6,"3","by the",77,0.0779220779220779,"end"
"4904","hope you all",6,"3","hope you",77,0.0779220779220779,"all"
"5000","love it when",6,"3","love it",77,0.0779220779220779,"when"
"4099","you know what",13,"3","you know",167,0.0778443113772455,"what"
"3948","it is a",16,"3","it is",206,0.0776699029126214,"a"
"3358","cause you",8,"2","cause",103,0.0776699029126214,"you"
"4336","i got to",9,"3","i got",116,0.0775862068965517,"to"
"961","even if",22,"2","even",284,0.0774647887323944,"if"
"4166","go to a",11,"3","go to",142,0.0774647887323944,"a"
"995","say that",22,"2","say",285,0.0771929824561404,"that"
"3832","have a good",28,"3","have a",363,0.0771349862258953,"good"
"142","love to",89,"2","love",1154,0.0771230502599653,"to"
"204","about to",71,"2","about",922,0.0770065075921909,"to"
"1088","after i",20,"2","after",260,0.0769230769230769,"i"
"1490","didnt even",16,"2","didnt",208,0.0769230769230769,"even"
"2405","hes the",11,"2","hes",143,0.0769230769230769,"the"
"3383","facebook page",8,"2","facebook",104,0.0769230769230769,"page"
"1221","ive seen",19,"2","ive",248,0.0766129032258065,"seen"
"3932","you are the",17,"3","you are",222,0.0765765765765766,"the"
"2502","team is",11,"2","team",144,0.0763888888888889,"is"
"3007","house and",9,"2","house",118,0.076271186440678,"and"
"4017","love you too",14,"3","love you",184,0.0760869565217391,"too"
"4679","is so cute",7,"3","is so",92,0.0760869565217391,"cute"
"4742","the next one",7,"3","the next",92,0.0760869565217391,"one"
"747","ill have",27,"2","ill",355,0.076056338028169,"have"
"2312","win a",12,"2","win",158,0.0759493670886076,"a"
"4909","i could have",6,"3","i could",79,0.0759493670886076,"have"
"4930","i really hope",6,"3","i really",79,0.0759493670886076,"hope"
"4931","i really like",6,"3","i really",79,0.0759493670886076,"like"
"5088","to hear you",6,"3","to hear",79,0.0759493670886076,"you"
"5157","you should go",6,"3","you should",79,0.0759493670886076,"go"
"1359","days until",17,"2","days",224,0.0758928571428571,"until"
"200","dont know",72,"2","dont",952,0.0756302521008403,"know"
"439","make me",40,"2","make",529,0.0756143667296786,"me"
"286","as well",56,"2","as",741,0.0755735492577598,"well"
"1555","someone who",16,"2","someone",213,0.0751173708920188,"who"
